0,0.98008777
1,0.00246718
2,0.00246718
3,0.00000621
4,0.00246718
5,0.00000621
6,0.00000621
7,0.00000002
8,0.00246718
9,0.00000621
10,0.00000621
11,0.00000002
12,0.00000621
13,0.00000002
14,0.00000002
15,0.00000000
16,0.00246718
17,0.00000621
18,0.00000621
19,0.00000002
20,0.00000621
21,0.00000002
22,0.00000002
23,0.00000000
24,0.00000621
25,0.00000002
26,0.00000002
27,0.00000000
28,0.00000002
29,0.00000000
30,0.00000000
31,0.00000000
32,0.00246718
33,0.00000621
34,0.00000621
35,0.00000002
36,0.00000621
37,0.00000002
38,0.00000002
39,0.00000000
40,0.00000621
41,0.00000002
42,0.00000002
43,0.00000000
44,0.00000002
45,0.00000000
46,0.00000000
47,0.00000000
48,0.00000621
49,0.00000002
50,0.00000002
51,0.00000000
52,0.00000002
53,0.00000000
54,0.00000000
55,0.00000000
56,0.00000002
57,0.00000000
58,0.00000000
59,0.00000000
60,0.00000000
61,0.00000000
62,0.00000000
63,0.00000000
64,0.00246718
65,0.00000621
66,0.00000621
67,0.00000002
68,0.00000621
69,0.00000002
70,0.00000002
71,0.00000000
72,0.00000621
73,0.00000002
74,0.00000002
75,0.00000000
76,0.00000002
77,0.00000000
78,0.00000000
79,0.00000000
80,0.00000621
81,0.00000002
82,0.00000002
83,0.00000000
84,0.00000002
85,0.00000000
86,0.00000000
87,0.00000000
88,0.00000002
89,0.00000000
90,0.00000000
91,0.00000000
92,0.00000000
93,0.00000000
94,0.00000000
95,0.00000000
96,0.00000621
97,0.00000002
98,0.00000002
99,0.00000000
100,0.00000002
101,0.00000000
102,0.00000000
103,0.00000000
104,0.00000002
105,0.00000000
106,0.00000000
107,0.00000000
108,0.00000000
109,0.00000000
110,0.00000000
111,0.00000000
112,0.00000002
113,0.00000000
114,0.00000000
115,0.00000000
116,0.00000000
117,0.00000000
118,0.00000000
119,0.00000000
120,0.00000000
121,0.00000000
122,0.00000000
123,0.00000000
124,0.00000000
125,0.00000000
126,0.00000000
127,0.00000000
128,0.00246718
129,0.00000621
130,0.00000621
131,0.00000002
132,0.00000621
133,0.00000002
134,0.00000002
135,0.00000000
136,0.00000621
137,0.00000002
138,0.00000002
139,0.00000000
140,0.00000002
141,0.00000000
142,0.00000000
143,0.00000000
144,0.00000621
145,0.00000002
146,0.00000002
147,0.00000000
148,0.00000002
149,0.00000000
150,0.00000000
151,0.00000000
152,0.00000002
153,0.00000000
154,0.00000000
155,0.00000000
156,0.00000000
157,0.00000000
158,0.00000000
159,0.00000000
160,0.00000621
161,0.00000002
162,0.00000002
163,0.00000000
164,0.00000002
165,0.00000000
166,0.00000000
167,0.00000000
168,0.00000002
169,0.00000000
170,0.00000000
171,0.00000000
172,0.00000000
173,0.00000000
174,0.00000000
175,0.00000000
176,0.00000002
177,0.00000000
178,0.00000000
179,0.00000000
180,0.00000000
181,0.00000000
182,0.00000000
183,0.00000000
184,0.00000000
185,0.00000000
186,0.00000000
187,0.00000000
188,0.00000000
189,0.00000000
190,0.00000000
191,0.00000000
192,0.00000621
193,0.00000002
194,0.00000002
195,0.00000000
196,0.00000002
197,0.00000000
198,0.00000000
199,0.00000000
200,0.00000002
201,0.00000000
202,0.00000000
203,0.00000000
204,0.00000000
205,0.00000000
206,0.00000000
207,0.00000000
208,0.00000002
209,0.00000000
210,0.00000000
211,0.00000000
212,0.00000000
213,0.00000000
214,0.00000000
215,0.00000000
216,0.00000000
217,0.00000000
218,0.00000000
219,0.00000000
220,0.00000000
221,0.00000000
222,0.00000000
223,0.00000000
224,0.00000002
225,0.00000000
226,0.00000000
227,0.00000000
228,0.00000000
229,0.00000000
230,0.00000000
231,0.00000000
232,0.00000000
233,0.00000000
234,0.00000000
235,0.00000000
236,0.00000000
237,0.00000000
238,0.00000000
239,0.00000000
240,0.00000000
241,0.00000000
242,0.00000000
243,0.00000000
244,0.00000000
245,0.00000000
246,0.00000000
247,0.00000000
248,0.00000000
249,0.00000000
250,0.00000000
251,0.00000000
252,0.00000000
253,0.00000000
254,0.00000000
255,0.00000000
